S.N.,Date,Reference/From where did they come to know about us?,comments
641,31-May-24,F4F_Team,Interested Farmer
642,31-May-24,Instagram,Interested Farmer
643,31-May-24,Instagram,Interested Farmer
644,31-May-24,Whatsapp,Interested Farmer
645,31-May-24,Peer to Peer,Interested Farmer
646,31-May-24,Instagram,Interested Farmer
647,31-May-24,Poster/Flyer,Only have a drip from F4F
648,31-May-24,Instagram,Called to get information about F4F
649,31-May-24,Instagram,No Any Comment
650,31-May-24,Instagram,Interested Farmer
651,31-May-24,F4F_Team,Interested Farmer
652,31-May-24,Youtube/Google,Interested Farmer
653,31-May-24,Facebook,Called to get information about F4F
654,31-May-24,Instagram,Interested Farmer
655,31-May-24,Facebook,Interested Farmer
656,31-May-24,Whatsapp,Interested Farmer
657,31-May-24,Peer to Peer,Interested Farmer
658,31-May-24,Instagram,Interested Farmer
659,31-May-24,F4F_Team,Interested Farmer
660,31-May-24,Instagram,Interested Farmer
661,01-Jun-24,Instagram,Interested Farmer
662,01-Jun-24,Instagram,Interested Farmer
663,01-Jun-24,Instagram,Want to Fig plantation
664,01-Jun-24,Instagram,Interested Farmer
665,01-Jun-24,Instagram,Interested Farmer
666,01-Jun-24,Instagram,Interested Farmer
667,01-Jun-24,Instagram,Want to Guava plantation
668,01-Jun-24,Instagram,Want to Guava plantation
669,01-Jun-24,Whatsapp,Interested Farmer
670,01-Jun-24,Instagram,Interested Farmer
671,01-Jun-24,Instagram,Interested Farmer
672,01-Jun-24,Facebook,Keshar mango And jambul
673,01-Jun-24,Instagram,Interested Farmer
674,01-Jun-24,Instagram,Guava
675,01-Jun-24,Instagram,Interested Farmer
676,01-Jun-24,Facebook,10 farmers are ready for plantation
677,01-Jun-24,Instagram,Farmcentric mumbai implintation
678,01-Jun-24,Instagram,Interested Farmer
679,01-Jun-24,Instagram,Interested Farmer
680,01-Jun-24,Instagram, Want Taseri mango 
681,01-Jun-24,Instagram,Interested Farmer
682,01-Jun-24,Whatsapp,Interested Farmer
683,01-Jun-24,Instagram,Guava   
684,01-Jun-24,Instagram,Interested Farmer
685,01-Jun-24,Instagram,Interested Farmer
686,01-Jun-24,Instagram,Interested Farmer
687,01-Jun-24,Instagram,Interested Farmer
688,01-Jun-24,Instagram,csr science student information
689,01-Jun-24,Instagram,Called to get information about  Carbon credits
690,01-Jun-24,Instagram,Called to get information about  Carbon credits
691,01-Jun-24,Facebook,Interested Farmer
692,01-Jun-24,Instagram,Interested Farmer
693,01-Jun-24,Instagram,Farmers themselves are ready to transport
694,01-Jun-24,Instagram,Interested Farmer
695,01-Jun-24,Instagram,Interested Farmer
696,01-Jun-24,Instagram,Interested Farmer
697,01-Jun-24,Instagram,Interested Farmer
698,01-Jun-24,Instagram,Interested Farmer
699,01-Jun-04,Instagram,Interested Farmer
700,02-Jun-04,Instagram,Interested Farmer
701,03-Jun-04,Instagram,Interested Farmer
702,04-Jun-04,Peer to Peer,Called to get information about F4F
703,05-Jun-04,Instagram,Interested Farmer
704,06-Jun-04,Instagram,Only 30 km of sillod
705,07-Jun-04,Instagram,Interested Farmer
706,08-Jun-04,Facebook, Only 25 Km of Patoda
707,09-Jun-04,Instagram,Interested Farmer
708,10-Jun-04,Instagram,Interested Farmer
709,11-Jun-04,Whatsapp,Interested Farmer
710,12-Jun-04,Youtube/Google,Interested Farmer
711,13-Jun-04,Instagram,Interested Farmer
712,14-Jun-04,Instagram,Interested Farmer
713,15-Jun-04,Instagram,Interested Farmer
714,16-Jun-04,Instagram,Deside After Discussion with familly
715,03-Jun-24,Facebook,Interested Farmer
716,03-Jun-24,Instagram,Farmers themselves are ready to transport
717,03-Jun-24,Instagram,Interested Farmer ( 2 month after plantation krna hai )
718,03-Jun-24,Instagram,Interested Farmer
719,03-Jun-24,F4F_Team,Interested Farmer
720,03-Jun-24,Instagram,Interested Farmer
721,03-Jun-24,Instagram,Just Wanted Guidence
722,03-Jun-24,Instagram,Interested Farmer
723,03-Jun-24,Instagram,Interested Farmer
724,03-Jun-24,Instagram,provide man power
725,03-Jun-24,Instagram,Farmers themselves are ready to transport
726,03-Jun-24,Facebook,Interested Farmer
727,03-Jun-24,Instagram,Interested Farmer
728,03-Jun-24,Peer to Peer,Interested Farmer
729,03-Jun-24,Instagram,Interested Farmer
730,03-Jun-24,Instagram,Interested Farmer
731,03-Jun-24,Instagram,Pomegranate 
732,03-Jun-24,Instagram,Fanas and Khesr Mango
733,03-Jun-24,Instagram,Interested Farmer
734,03-Jun-24,Instagram,Interested Farmer
735,03-Jun-24,Facebook,Interested Farmer
736,03-Jun-24,Instagram,Interested Farmer
737,03-Jun-24,Facebook,Interested Farmer
738,03-Jun-24,Facebook,Only 15 km Ambad
739,03-Jun-24,Instagram,Interested Farmer
740,03-Jun-24,Instagram,Interested Farmer
741,03-Jun-24,Whatsapp,Interested Farmer
742,03-Jun-24,Instagram,Leamon
743,03-Jun-24,Instagram,Khajur
744,03-Jun-24,Instagram,Kaju
745,03-Jun-24,Instagram,Interested Farmer
746,03-Jun-24,Instagram,Interested Farmer
747,03-Jun-24,Instagram,Interested Farmer
748,03-Jun-24,Facebook,Interested Farmer
749,03-Jun-24,Youtube/Google,Interested Farmer
750,03-Jun-24,Instagram,Interested Farmer
751,03-Jun-24,Instagram,Interested Farmer
752,03-Jun-24,Instagram,Interested Farmer
753,03-Jun-24,Instagram,Interested Farmer
754,03-Jun-24,Instagram,Near by Karjet Only 30 KM
755,03-Jun-24,Peer to Peer,Interested Farmer
756,03-Jun-24,Instagram,Near by Ambad 30 km
757,03-Jun-24,Instagram,Interested Farmer
758,03-Jun-24,Instagram,Interested Farmer
759,03-Jun-24,Instagram,Interested Farmer
760,03-Jun-24,Whatsapp,Interested Farmer
761,03-Jun-24,Instagram,Interested Farmer
762,03-Jun-24,Instagram,Interested Farmer
763,03-Jun-24,F4F_Team,Single plant required
764,03-Jun-24,Instagram,Interested Farmer
765,03-Jun-24,Instagram,Interested Farmer
766,03-Jun-24,Instagram,Interested Farmer
767,03-Jun-24,Instagram,Money problem
768,03-Jun-24,Instagram,Interested Farmer
769,04-Jun-24,Instagram,Interested Farmer
770,04-Jun-24,Instagram,Called to get information about F4F
771,04-Jun-24,Instagram,Interested Farmer
772,04-Jun-24,Facebook,Want Banana plants
773,04-Jun-24,Instagram,Want Dragen fruit
774,04-Jun-24,Poster/Flyer,Interested Farmer
775,04-Jun-24,Instagram,Interested Farmer
776,04-Jun-24,Facebook,Interested Farmer
777,04-Jun-24,Instagram,Interested Farmer
778,04-Jun-24,Instagram,Interested Farmer
779,04-Jun-24,Facebook,Interested Farmer
780,04-Jun-24,Instagram,Interested Farmer
781,04-Jun-24,Instagram,Interested Farmer
782,04-Jun-24,Facebook,Interested Farmer
783,04-Jun-24,Instagram,Interested Farmer
784,04-Jun-24,Instagram,"Mango,Chiku"
794,04-Jun-24,Instagram,Interested Farmer
795,04-Jun-24,Instagram,Interested Farmer
796,04-Jun-24,Instagram,Interested Farmer
797,04-Jun-24,Instagram,Desiced After Rany Session
798,04-Jun-24,Instagram,Interested Farmer
799,04-Jun-24,Instagram,Interested Farmer
800,04-Jun-24,Instagram,Interested Farmer
801,04-Jun-24,Facebook,Interested Farmer
802,04-Jun-24,Facebook,Interested Farmer
803,04-Jun-24,Facebook,Interested Farmer
804,04-Jun-24,F4F_Team,Interested Farmer
805,04-Jun-24,Instagram,Interested Farmer
806,04-Jun-24,Instagram,Interested Farmer
807,04-Jun-24,Instagram,"Interested Farmer (Mango,Jambul)"
808,04-Jun-24,Instagram,Interested Farmer
809,04-Jun-24,Instagram,Interested Farmer
810,04-Jun-24,Instagram,Interested Farmer
811,04-Jun-24,Instagram,Interested Farmer
812,04-Jun-24,Instagram,Want bambu plantation
813,04-Jun-24,Instagram,Interested Farmer
814,04-Jun-24,Instagram,Guava plant needed
815,04-Jun-24,Instagram,Interested Farmer
816,05-Jun-24,Instagram,Interested Farmer
817,05-Jun-24,Instagram,150 acres of land can be given for plantation.
818,05-Jun-24,Instagram,"Mango,Leamon,Bamboo"
819,05-Jun-24,Instagram,Interested Farmer
820,05-Jun-24,Facebook,Interested Farmer
821,05-Jun-24,Instagram,Called to get information about carbon credit
822,05-Jun-24,Youtube/Google,Interested Farmer
823,05-Jun-24,Instagram,Interested Farmer
824,05-Jun-24,Facebook,Want Chiku  plantation
825,05-Jun-24,Instagram,Interested Farmer
826,05-Jun-24,Instagram,Interested Farmer
827,05-Jun-24,Instagram,Interested Farmer
828,05-Jun-24,Instagram,Interested Farmer
829,05-Jun-24,Instagram,Interested Farmer
830,05-Jun-24,Facebook,Interested Farmer
831,05-Jun-24,Facebook,Interested Farmer
832,05-Jun-24,Instagram,Interested Farmer
833,05-Jun-24,Instagram,Interested Farmer
834,05-Jun-24,Instagram,Guava plant needed
835,05-Jun-24,Instagram,Out Of Maharasthra
836,05-Jun-24,Instagram,Called to get information about F4F
837,05-Jun-24,Instagram,Single plant required
838,05-Jun-24,Instagram,Interested Farmer
839,05-Jun-24,Instagram,Cocunate
840,05-Jun-24,Instagram,Only 30 km of karjat
841,05-Jun-24,Instagram,Interested Farmer
842,05-Jun-24,Youtube/Google,Interested Farmer
843,05-Jun-24,Facebook,Interested Farmer
844,05-Jun-24,Instagram,Interested Farmer
845,05-Jun-24,Instagram,Called to get information about F4F
846,05-Jun-24,Instagram,Interested Farmer
847,05-Jun-24,Instagram,Interested Farmer
848,05-Jun-24,Instagram,Interested Farmer
849,05-Jun-24,Instagram,Want 1000 plantation in Grampanchayat
850,05-Jun-24,Instagram,Called to get information about carbon credit
851,05-Jun-24,Instagram,Interested Farmer
852,05-Jun-24,Facebook,Interested Farmer
853,05-Jun-24,Whatsapp,Interested Farmer
854,05-Jun-24,Instagram,Interested Farmer
855,05-Jun-24,Peer to Peer,Job redardeing call (bsc agree 3 year experiance)
856,06-Jun-24,F4F_Team,Interested Farmer
857,06-Jun-24,Peer to Peer,Interested Farmer
858,06-Jun-24,Instagram,Interested Farmer
859,06-Jun-24,Instagram,Interested Farmer
860,06-Jun-24,Instagram,Interested Farmer
861,06-Jun-24,Instagram,Interested Farmer
862,06-Jun-24,F4F_Team,Interested Farmer
863,06-Jun-24,Instagram,Interested Farmer
864,06-Jun-24,Instagram,Interested Farmer
865,06-Jun-24,Instagram,Interested Farmer
866,06-Jun-24,Instagram,Interested Farmer
867,06-Jun-24,Instagram,Interested Farmer
868,06-Jun-24,Instagram,Interested Farmer
869,06-Jun-24,Instagram,Interested Farmer
870,06-Jun-24,Instagram,Interested Farmer
871,06-Jun-24,Facebook,Interested Farmer
872,06-Jun-24,Instagram,Interested Farmer
873,06-Jun-24,Instagram, Want Khajur plantation
874,06-Jun-24,Instagram,Interested Farmer
875,06-Jun-24,Instagram,Interested Farmer
876,06-Jun-24,Instagram,Interested Farmer
877,06-Jun-24,Poster/Flyer,Want single plant
878,06-Jun-24,F4F_Team,Interested Farmer
879,06-Jun-24,Instagram,Extra income krke denge yesa kuch bol rhe the  
880,06-Jun-24,Instagram,Interested Farmer
881,06-Jun-24,Instagram,Interested Farmer
882,06-Jun-24,Instagram,Interested Farmer
883,06-Jun-24,Peer to Peer,Interested Farmer
884,06-Jun-24,F4F_Team,meet a office
885,06-Jun-24,Instagram,Interested Farmer
886,06-Jun-24,Instagram,Interested Farmer
887,06-Jun-24,Facebook,Interested Farmer
888,06-Jun-24,Instagram,Interested Farmer
889,06-Jun-24,Instagram,Called to get information about F4F
890,06-Jun-24,Instagram,Interested Farmer
891,06-Jun-24,Instagram,Want kaju 
892,06-Jun-24,Instagram,Interested Farmer
893,06-Jun-24,Instagram,Interested Farmer
894,06-Jun-24,Instagram,Interested Farmer
895,06-Jun-24,Instagram,Interested Farmer
896,06-Jun-24,Instagram,Patil biotake pvt ltd agro company
897,07-Jun-24,Instagram, interested farmer
898,07-Jun-24,Instagram,Just want 50 plants
899,07-Jun-24,Instagram,Mango Orange  Leamon 
900,07-Jun-24,Whatsapp,Interested Farmer
901,07-Jun-24,F4F_Team,Interested Farmer
902,07-Jun-24,Instagram,Interested Farmer
903,07-Jun-24,F4F_Team,Plantation is to be done after diwali
904,07-Jun-24,Instagram, Want Pomegranate 
905,07-Jun-24,Instagram,Interested Farmer
906,07-Jun-24,Instagram,Interested Farmer
907,07-Jun-24,Instagram,1 Year after plantation
908,07-Jun-24,Instagram,Interested Farmer
909,07-Jun-24,Instagram,Interested Farmer
910,07-Jun-24,Instagram,Interested Farmer
911,07-Jun-24,Instagram,Interested Farmer
912,07-Jun-24,Instagram,Not Descided
913,07-Jun-24,Instagram,Farmers themselves are ready to transport
914,07-Jun-24,Instagram,Interested Farmer
915,07-Jun-24,Instagram,Interested Farmer
916,07-Jun-24,Instagram,Interested Farmer
917,07-Jun-24,Instagram,Wanted job on field in Shrirampur 
918,07-Jun-24,Instagram,Sitaphal And Lemaon
919,07-Jun-24,Instagram,Bamboo
920,07-Jun-24,Instagram,Interested Farmer
921,07-Jun-24,Youtube/Google,Alredy plantation is done in 1 arca ( Mosmbi ) new plantation is also to be done
922,07-Jun-24,Instagram,Interested Farmer
923,07-Jun-24,Instagram,Interested Farmer
924,07-Jun-24,Instagram,Guava
925,07-Jun-24,Instagram,Interested Farmer
926,07-Jun-24,Instagram,Interested Farmer
927,07-Jun-24,Instagram,Interested Farmer
928,07-Jun-24,Instagram,Interested Farmer
929,07-Jun-24,Instagram,Water problem
930,07-Jun-24,Instagram,Dragen    
931,07-Jun-24,Instagram,Interested Farmer
932,07-Jun-24,Instagram,Interested Farmer
933,07-Jun-24,Instagram,Want to connect F4F
934,07-Jun-24,Instagram,Interested Farmer
935,08-Jun-24,Peer to Peer, Want Pomegranate 
936,08-Jun-24,Youtube/Google,Interested Farmer
937,08-Jun-24,Instagram,Called to get information about F4F
938,08-Jun-24,Instagram,Interested Farmer
939,08-Jun-24,Instagram,Interested Farmer
940,08-Jun-24,Instagram,Interested Farmer
941,08-Jun-24,Instagram,Interested Farmer
942,08-Jun-24,Instagram,Interested Farmer
943,08-Jun-24,Facebook,More farmers add
944,08-Jun-24,Instagram,Farmers themselves are ready to transport
945,08-Jun-24,Instagram,Interested Farmer
946,08-Jun-24,Instagram,There are tow persons whose key has been agreed upon asked to call if there is any vacancy
947,08-Jun-24,Instagram, Want Mohogani Mango Guvava and Sitaphal 
948,08-Jun-24,Instagram,Interested Farmer
949,08-Jun-24,Instagram,Interested Farmer
950,08-Jun-24,Instagram,Interested Farmer
951,08-Jun-24,Instagram,Interested Farmer
952,08-Jun-24,Instagram,Want Mango and Sitaphal
953,08-Jun-24,Instagram,Interested Farmer
954,08-Jun-24,Instagram,Called for information only
955,08-Jun-24,Instagram,Interested Farmer
956,08-Jun-24,Instagram,Interested Farmer
957,08-Jun-24,Instagram,Interested Farmer
958,08-Jun-24,Instagram,Farmers themselves are ready to transport 
959,08-Jun-24,Instagram,Interested Farmer
960,08-Jun-24,Instagram,Interested Farmer
961,08-Jun-24,Instagram, Want Coconut plants
962,08-Jun-24,Instagram,Interested Farmer
963,08-Jun-24,Instagram,Interested Farmer
964,08-Jun-24,Instagram,Interested Farmer
965,08-Jun-24,Instagram,Interested Farmer
966,10-Jun-24,F4F_Team, Kesher mango And Sitafal
967,10-Jun-24,Instagram,Interested in working with F4F
968,10-Jun-24,Instagram,Interested Farmer
969,10-Jun-24,Instagram,Want  Keshar Mango and Guava Plants
970,10-Jun-24,Instagram,Interested Farmer
971,10-Jun-24,Instagram,Not Descided
972,10-Jun-24,Instagram,The Farmer himself is ready to help (Mango And Fanas)
973,10-Jun-24,Whatsapp, Want Pomegranate plants
974,10-Jun-24,Instagram, Want Kesher mango plants
975,10-Jun-24,F4F_Team,Interested Farmer
976,10-Jun-24,Instagram, Want Pomegranate plants
977,10-Jun-24,Instagram,Interested Farmer
978,10-Jun-24,F4F_Team,Wanted to more than 300 plants of fruits in 1 acre
979,10-Jun-24,Instagram,Interested Farmer
980,10-Jun-24,Instagram,Interested Farmer
981,10-Jun-24,Instagram,Interested Farmer
982,10-Jun-24,Instagram,Interested Farmer
983,10-Jun-24,Whatsapp,Interested Farmer
984,10-Jun-24,Instagram,Interested Farmer
985,10-Jun-24,Facebook,Interested Farmer
986,10-Jun-24,Instagram,Interested Farmer
987,10-Jun-24,Instagram,Interested Farmer
988,10-Jun-24,Instagram,Funding orgnization (Whatsupp No.8975547228)
989,10-Jun-24,Instagram,Interested Farmer
990,10-Jun-24,Instagram,Interested Farmer
991,10-Jun-24,Instagram,Want to do a plantation next year
992,10-Jun-24,Instagram,Mango
993,10-Jun-24,Instagram,Plant Not descide
994,10-Jun-24,Instagram,Interested Farmer
995,10-Jun-24,Instagram,Sitaphal And Lemaon
996,10-Jun-24,Instagram,Interested Farmer
997,10-Jun-24,Instagram,Interested Farmer
998,10-Jun-24,Instagram,Interested Farmer
999,10-Jun-24,Instagram, Want Mango And Sitaphal plants
1000,10-Jun-24,Instagram,Interested Farmer
1001,10-Jun-24,Poster/Flyer,Interested Farmer
1002,10-Jun-24,Instagram,Interested Farmer
1003,10-Jun-24,Instagram,Interested Farmer
1004,11-Jun-24,Instagram,Want guava plants
1005,11-Jun-24,Instagram,(Distric.Karvar) (Block .Shirsi)
1006,11-Jun-24,Instagram,Interested Farmer
1007,11-Jun-24,Whatsapp, Want Mango  And Guava plants
1008,11-Jun-24,Whatsapp,Demand to singal plant
1009,11-Jun-24,Whatsapp,(Distric Bidar ) Only have a lemon plantation
1010,11-Jun-24,Whatsapp, Want mohogani peru mango anjir cocunat plants
1011,11-Jun-24,other,Didan't want to do plantation
1012,11-Jun-24,Whatsapp,Plantation Of Shevga
1013,11-Jun-24,Whatsapp,More farmers can connect (20 Acre)
1014,11-Jun-24,Whatsapp, Want Kesher mango And Sitaphal plants
1015,11-Jun-24,Whatsapp,Interested Farmer
1016,11-Jun-24,Whatsapp, Want Mango And Cocunat plants
1017,11-Jun-24,Whatsapp, Want Mango And Cocunat plants
1018,11-Jun-24,Whatsapp, Want Bambu Plants
1019,11-Jun-24,Whatsapp, Want Shevga plants
1020,11-Jun-24,Whatsapp, Want Mosmbi and Mango plants
1021,12-Jun-24,Whatsapp,"Farmer produser company 100 acre  ( Interesed -orange, mango ,sagwan)"
1022,01-Jun-24,Whatsapp, Want Hapus Mango plants
1023,01-Jun-24,Whatsapp, Want guava and mango plants
1024,01-Jun-24,Whatsapp,Guava
1025,01-Jun-24,Whatsapp,Jambul And Sitaphal
1026,01-Jun-24,Instagram,Khesr Mango
1027,01-Jun-24,Instagram,Guava
1028,01-Jun-24,F4F_Team,Khandoba Agro Producer Company is located at wadji and the farmers connected there through it are interested in cultivating 250 arca of land.
1029,08-Jun-04,Instagram," Want 50 mango,50 jambul,50 lemaon,50 Orange,50 Mosambi,50 Sitaphal plants"
1030,09-Jun-04,Instagram,Sintaphal And Guava
1031,10-Jun-04,Instagram,Mango But Water Problem
1032,11-Jun-04,Instagram,Jambul And Sitaphal
1033,12-Jun-24,Instagram,(Sitapha And Mango) 100 Acre area will connect with F4F
1034,12-Jun-24,Instagram,Not Descided
1035,12-Jun-24,Instagram,Mango 
1036,12-Jun-24,Youtube/Google,"1 years ago, planted mango plantation in 7 acres. called a for F4F get information about carbon credits"
1037,12-Jun-24,Youtube/Google,"Mango,pimpal"
1038,12-Jun-24,Instagram,Mango 
1039,12-Jun-24,Facebook,They can provide 100 acres of land for plantation
1040,12-Jun-24,Instagram,orange
1041,12-Jun-24,Instagram,Mango 
1042,12-Jun-24,Instagram,mango and lemaon
1043,12-Jun-24,Instagram,Mango And orange
1044,12-Jun-24,Instagram,lemaon and sitaphal
1045,12-Jun-24,Instagram,Mango And Sitaphal
1046,12-Jun-24,F4F_Team,Sitaphal And Lemaon
1047,12-Jun-24,Peer to Peer,Mosmbi And Mango
1048,12-Jun-24,Instagram,Dragen    
1049,13-Jun-24,Whatsapp,"Orange,Sitaphal"
1050,13-Jun-24,Instagram,Mango
1051,13-Jun-24,Instagram,mango and lemaon
1052,13-Jun-24,Instagram,Mango And Jambul
1053,13-Jun-24,Instagram,"Banbu,Mango,Chiku"
1054,13-Jun-24,Instagram,Mango And Chiku
1055,13-Jun-24,Instagram,Chiku And Cocunat
1056,13-Jun-24,Instagram,Mango 
1057,13-Jun-24,Instagram,Mosambi And Mango
1058,13-Jun-24,Instagram,"Mango,sitaphal"
1059,13-Jun-24,Instagram,"1 year ago, 500 custard apples were planted and 2 year ago, 100 coconuts and mangoes were planted.called F4F to inquire about carbon credits."
1060,13-Jun-24,Instagram,mango and lemaon
1061,13-Jun-24,Instagram,Called to get information about F4F
1062,13-Jun-24,Facebook,Mango and Jambul
1063,13-Jun-24,Instagram,mango and lemaon (Interested Farmer)
1064,13-Jun-24,Instagram,Water problem
1065,13-Jun-24,Instagram,Mosmbi And Mango
1066,13-Jun-24,Instagram, (Mango)
1067,13-Jun-24,Whatsapp,Mango (Not Descided)
1068,13-Jun-24,Whatsapp,"Mango,Guava,Cocunat, Sitaphal"
1069,13-Jun-24,Whatsapp,Mango and Jambul
1070,13-Jun-24,Instagram,Mango
1071,13-Jun-24,Instagram,Mango
1072,13-Jun-24,Instagram,"Mango,leamon,Guava"
1073,13-Jun-24,Instagram,"Mango,Chiku"
1074,13-Jun-24,Youtube/Google,"Mango,Leamon  "
1075,14-Jun-24,F4F_Team,Mango And Sitaphal
1076,14-Jun-24,Youtube/Google,Sitaphal And Lemaon
1077,14-Jun-24,Instagram,"Mango,Shevga"
1078,14-Jun-24,Instagram,"lemaon, sitaphal,orange"
1079,14-Jun-24,Instagram,4 Year old mango Jambul Chiku Guava (Carbon Credit regardin call)
1080,14-Jun-24,Whatsapp,200 Orang And  200 Mosambi
1081,14-Jun-24,Instagram,Mango And orange
1082,14-Jun-24,Instagram,Sagwan
1083,14-Jun-24,Instagram,Farmer produser company Mahlungi
1084,14-Jun-24,F4F_Team,"Mango,Guava,Chiku (Want Free Of Cost)"
1085,14-Jun-24,Instagram,Coconat
1086,14-Jun-24,Instagram,"Greps,Papai,Guava"
1087,14-Jun-24,Youtube/Google,Just want a drip from F4F
1088,14-Jun-24,Facebook, Alredy Plantation (20 Acer- Sitaphal And 13 Acer-Orange) Now want to plant mango in 4 acre
1089,14-Jun-24,Instagram,Mango And Mosambi
1090,14-Jun-24,Instagram,Mango
1091,14-Jun-24,Whatsapp,Mango
1092,14-Jun-24,Whatsapp,"Orange,Aavla,Mango,Leanom"
1093,14-Jun-24,Whatsapp,Orange And Mosombi
1094,14-Jun-24,Whatsapp,Waraha Delhi Caron credit plan devlop  Graund partener ( Delhi ( Gudgaon)
1095,14-Jun-24,Whatsapp,Papai
1096,15-Jun-24,Whatsapp,Pomegranate and guava
1097,15-Jun-24,Whatsapp,Send Deatils in mail
1098,15-Jun-24,Whatsapp,lemon and jambul
1099,15-Jun-24,Whatsapp,"Mango,Chiku Kajiu,Fanas,"
1100,15-Jun-24,Whatsapp,peru And anjir
1101,15-Jun-24,Whatsapp,"Chandan,Mango "
1102,15-Jun-24,Whatsapp,Lemon           
1103,15-Jun-24,Whatsapp,Mango
1104,15-Jun-24,Whatsapp,Cocunat
1105,15-Jun-24,Facebook,Sitaphal
1106,15-Jun-24,Whatsapp,Waver Company
1107,15-Jun-24,Whatsapp,Greps  
1108,15-Jun-24,Whatsapp,Founation Fundind Redarding Call (Dist.Haidrabad Block Telngana )
1109,15-Jun-24,Peer to Peer,"Chandan,Mango,Sagwan,Kaju,Bambu"
1110,15-Jun-24,Whatsapp,Mango
1111,15-Jun-24,Whatsapp,"Mango,Kaju"
1112,17-Jun-24,Whatsapp,Mango
1113,17-Jun-24,Peer to Peer,Pomegranate 
1114,17-Jun-24,Peer to Peer,"Mango,sitaphal,Nilgiri"
1115,17-Jun-24,Whatsapp,"Mango,lemon,jambul"
1116,17-Jun-24,Whatsapp,"Mango,Greps,Chiku"
1117,17-Jun-24,Whatsapp,Pomegranate
1118,17-Jun-24,Whatsapp,Cocunat
1119,17-Jun-24,Whatsapp,Delhi Gudgaon Funding provide
1120,17-Jun-24,Youtube/Google,"Mango,Sitaphal"
1121,17-Jun-24,Whatsapp,Mango
1122,17-Jun-24,Whatsapp,"Mango,lemon,jambul"
1123,17-Jun-24,Whatsapp, Alredy plantation Mosambi   
1124,17-Jun-24,Peer to Peer,leamon and mango ( Farmers Complain Drip is Not Good)
1125,17-Jun-24,Whatsapp,"Mosambi,Guava"
1126,17-Jun-24,Whatsapp,Correct mob. 9011345768
1127,17-Jun-24,Whatsapp,"Orange,Mosambi"
1128,17-Jun-24,Whatsapp,"Mango,Jambul"
1129,17-Jun-24,F4F_Team,There is a meeting with Yogesh More Sir
1130,17-Jun-24,Whatsapp,"Mango,Sitaphal"
1131,17-Jun-24,Whatsapp,"Sagwan,Guava"
1132,17-Jun-24,Whatsapp,"Kaju,Mango"
1133,17-Jun-24,Whatsapp,Mango
1134,17-Jun-24,Whatsapp,Sitaphal And Mango   
1135,17-Jun-24,Whatsapp,Mango
1136,17-Jun-24,Whatsapp,"Banana,Orange"
1137,17-Jun-24,Whatsapp,Show Plant ex.Moneyplant
1138,17-Jun-24,Peer to Peer,"Jambul,Leamon"
1139,17-Jun-24,Whatsapp,Bambu
1140,17-Jun-24,Whatsapp,"Sitaphal,Leamon"
1141,17-Jun-24,Whatsapp,"Mango,Cocunat,Chiku,Chinch"
1142,17-Jun-24,Whatsapp,Sitaphal 
1143,17-Jun-24,Whatsapp,Jambul
1144,17-Jun-24,Whatsapp,Mango
1145,17-Jun-24,Whatsapp,"Maango,Leamon"
1146,18-Jun-24,Whatsapp,"mango,Chinch,Awala "
1147,18-Jun-24,Whatsapp,Mohagani
1148,18-Jun-24,Whatsapp,"700 Sitaphal 5 Year old (Jambul,Shatavari,Ashwganda)"
1149,18-Jun-24,F4F_Team,"Sitaphl,Mango"
1150,18-Jun-24,Whatsapp, Just want 100 Mango Plants
1151,18-Jun-24,Whatsapp,Guava
1152,18-Jun-24,Whatsapp,"Mango,Jambul,Sitaphal"
1153,18-Jun-24,Whatsapp,"There is not agriculture,they say that a tow acre farm is rented from someone,see the Farm i am ready to do plantation in it "
1154,18-Jun-24,Whatsapp,"Sitapha,Guava,Sagwan"
1155,18-Jun-24,Whatsapp,Mango
1156,18-Jun-24,Whatsapp,"Sitaphal,Mango"
1157,18-Jun-24,Whatsapp,Guava
1158,18-Jun-24,Whatsapp,Mango
1159,18-Jun-24,Whatsapp,"Mango,Sitphal"
1160,18-Jun-24,Whatsapp,"Mango,Kaju"
1161,18-Jun-24,Whatsapp,"Mango,Orange"
1162,18-Jun-24,Whatsapp,Shreedath hytech nursary Dalimb karum (Anjir)
1163,18-Jun-24,Whatsapp,"Banana,sitaphal,mango,jambul"
1164,18-Jun-24,Whatsapp,Globle Tree iniciative 
1165,18-Jun-24,Whatsapp,"Mango,Sitaphal"
1166,18-Jun-24,Whatsapp,Call Back
1167,18-Jun-24,Whatsapp,"Mango,Kaju,Chiku"
1168,18-Jun-24,Whatsapp,"Mango,Sitaphal"
1169,18-Jun-24,Whatsapp,Mango (Busy)
1170,19-Jun-24,F4F_Team,"Mosambi,Mango"
1171,19-Jun-24,Peer to Peer,"Orange,Mango"
1172,19-Jun-24,Whatsapp,"Guava,Mango,Sitaphal"
1173,19-Jun-24,Whatsapp,"Kaju,Leamon,Bamboo,Orange"
1174,19-Jun-24,Whatsapp,"Mosambi,Mango,Guava,Leamon,Jambul"
1175,19-Jun-24,Whatsapp,"Mango,Leamon"
1176,19-Jun-24,Peer to Peer,Leamon         
1177,19-Jun-24,Peer to Peer,"Leamon,Avala"
1178,19-Jun-24,Whatsapp,"Sitaphal,Mango"
1179,19-Jun-24,Whatsapp,"Mango,Sitaphal"
